,draft_year,draft_round,pick_no,team,prospect_name,prospect_id,dob,birth_country,height,weight,shoots,nhl_id,position,prospect_category,amateur_league,amateur_team
444,2011,1,24,Ottawa Senators,Matt Puempel,20105,1993-01-24,CAN,"6' 1""",205,L,8476477,LW,North American Skater,OHL,Peterborough
445,2011,1,25,Toronto Maple Leafs,Stuart Percy,19274,1993-05-18,CAN,"6' 1""",194,L,8476478,D,North American Skater,OHL,Mississauga St. Michael's
446,2011,1,26,Chicago Blackhawks,Phillip Danault,5488,1993-02-24,CAN,"6' 1""",198,L,8476479,LW,North American Skater,QMJHL,Victoriaville
447,2011,1,27,Tampa Bay Lightning,Vladislav Namestnikov,17845,1992-11-22,RUS,"6' 0""",178,L,8476480,C,North American Skater,OHL,London
448,2011,1,28,Minnesota Wild,Zack Phillips,19526,1992-10-28,CAN,"6' 0""",175,R,8476481,C,North American Skater,QMJHL,Saint John
449,2011,1,29,Vancouver Canucks,Nicklas Jensen,11734,1993-03-06,DNK,"6' 3""",202,L,8476482,RW,North American Skater,OHL,Oshawa
450,2011,1,30,Anaheim Ducks,Rickard Rakell,20256,1993-05-05,SWE,"6' 1""",199,R,8476483,RW,North American Skater,OHL,Plymouth
451,2011,2,31,Edmonton Oilers,David Musil,17766,1993-04-09,CAN,"6' 3""",203,L,8476426,D,European Skater,WHL,Vancouver
452,2011,2,32,St. Louis Blues,Ty Rattie,20345,1993-02-05,CAN,"5' 11""",175,R,8476427,RW,North American Skater,WHL,Portland
453,2011,2,33,Florida Panthers,Rocco Grimaldi,9560,1993-02-08,USA,"5' 6""",160,R,8476428,C,North American Skater,USHL,USA U-18
454,2011,2,34,New York Islanders,Scott Mayfield,15869,1992-10-14,USA,"6' 4""",203,R,8476429,D,North American Skater,USHL,Youngstown
455,2011,2,35,Detroit Red Wings,Tomas Jurco,12096,1992-12-28,SVK,"6' 2""",191,L,8476430,RW,North American Skater,QMJHL,Saint John
456,2011,2,36,Chicago Blackhawks,Adam Clendening,4377,1992-10-26,USA,"5' 11""",187,R,8476431,D,North American Skater,H-EAST,Boston University
457,2011,2,37,Columbus Blue Jackets,Boone Jenner,11711,1993-06-15,CAN,"6' 2""",204,L,8476432,C,North American Skater,OHL,Oshawa
460,2011,2,40,Boston Bruins,Alex Khokhlachev,12509,1993-09-09,RUS,"5' 11""",196,L,8476435,C,North American Skater,OHL,Windsor
461,2011,2,41,St. Louis Blues,Dmitrij Jaskin,35276,1993-03-23,CZE,"6' 3""",222,L,8476436,RW,European Skater,Czech Republic,Slavia
462,2011,2,42,Carolina Hurricanes,Victor Rask,44983,1993-03-01,SWE,"6' 2""",200,L,8476437,C,European Skater,SWEDEN-2,Leksand
463,2011,2,43,Chicago Blackhawks,Brandon Saad,21451,1992-10-27,USA,"6' 1""",203,L,8476438,LW,North American Skater,OHL,Saginaw
464,2011,2,44,Dallas Stars,Brett Ritchie,20762,1993-07-01,CAN,"6' 4""",212,R,8476439,RW,North American Skater,OHL,Sarnia
465,2011,2,45,Calgary Flames,Markus Granlund,32876,1993-04-16,FIN,"5' 11""",185,L,8476440,LW,European Skater,Finland Jr.,HIFK Jr.
466,2011,2,46,St. Louis Blues,Joel Edmundson,6919,1993-06-28,CAN,"6' 4""",208,L,8476441,D,North American Skater,WHL,Moose Jaw
467,2011,2,47,San Jose Sharks,Matt Nieto,18102,1992-11-05,USA,"5' 11""",177,L,8476442,LW,North American Skater,H-EAST,Boston University
468,2011,2,48,Detroit Red Wings,Xavier Ouellet,18677,1993-07-29,FRA,"6' 0""",194,L,8476443,D,North American Skater,QMJHL,Montreal
470,2011,2,50,New York Islanders,Johan Sundstrom,48574,1992-09-21,SWE,"6' 3""",200,R,8476445,C,European Skater,SWEDEN,Frolunda
471,2011,2,51,Phoenix Coyotes,Alexander Ruuttu,45670,1992-12-09,USA,"6' 2""",191,R,8476446,C,European Skater,Finland Jr.,Jokerit Jr.
472,2011,2,52,Nashville Predators,Miikka Salomaki,45981,1993-03-09,FIN,"5' 11""",205,L,8476447,RW,European Skater,FINLAND,Karpat
473,2011,2,53,Anaheim Ducks,William Karlsson,36255,1993-01-08,SWE,"6' 1""",189,L,8476448,C,European Skater,SWEDEN-JR.,Vasteras Jr.
474,2011,2,54,Pittsburgh Penguins,Scott Harrington,10135,1993-03-10,CAN,"6' 1""",203,L,8476449,D,North American Skater,OHL,London
475,2011,2,55,Detroit Red Wings,Ryan Sproul,23241,1993-01-13,CAN,"6' 3""",185,R,8476450,D,North American Skater,OHL,Sault Ste. Marie
476,2011,2,56,Phoenix Coyotes,Lucas Lessio,14260,1993-01-23,CAN,"6' 1""",205,L,8476451,LW,North American Skater,OHL,Oshawa
477,2011,2,57,Calgary Flames,Tyler Wotherspoon,26508,1993-03-12,CAN,"6' 2""",209,L,8476452,D,North American Skater,WHL,Portland
478,2011,2,58,Tampa Bay Lightning,Nikita Kucherov,38272,1993-06-17,RUS,"5' 11""",174,R,8476453,RW,European Skater,RUSSIA-JR.,CSKA 2
479,2011,2,59,Florida Panthers,Rasmus Bengtsson,28518,1993-05-14,SWE,"6' 2""",195,L,8476420,D,European Skater,SWEDEN-2,Rogle
480,2011,2,60,Minnesota Wild,Mario Lucia,14728,1993-08-25,USA,"6' 2""",186,L,8476385,LW,North American Skater,HIGH-MN,Wayzata
481,2011,2,61,Ottawa Senators,Shane Prince,20018,1992-11-16,USA,"5' 11""",192,L,8476386,C,North American Skater,OHL,Ottawa
483,2011,3,63,New York Islanders,Andrey Pedan,19148,1993-07-03,LTU,"6' 5""",208,L,8476388,D,European Skater,OHL,Guelph
484,2011,3,64,Florida Panthers,Vincent Trocheck,24744,1993-07-11,USA,"5' 11""",185,R,8476389,C,North American Skater,OHL,Saginaw
485,2011,3,65,Anaheim Ducks,Joseph Cramarossa,5064,1992-10-26,CAN,"6' 0""",192,L,8476390,C,North American Skater,OHL,Mississauga St. Michael's
486,2011,3,66,Columbus Blue Jackets,T.j. Tynan,24910,1992-02-25,USA,"5' 8""",165,R,8476391,C,North American Skater,CCHA,Notre Dame
487,2011,3,67,Winnipeg Jets,Adam Lowry,14700,1993-03-29,USA,"6' 5""",203,L,8476392,LW,North American Skater,WHL,Swift Current
488,2011,3,68,Philadelphia Flyers,Nick Cousins,4986,1993-07-20,CAN,"5' 10""",177,L,8476393,C,North American Skater,OHL,Sault Ste. Marie
489,2011,3,69,New Jersey Devils,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
490,2011,3,70,Chicago Blackhawks,Michael Paliotta,18787,1993-04-06,USA,"6' 3""",198,R,8476394,D,North American Skater,USHL,USA U-18
492,2011,3,72,New York Rangers,Steven Fogarty,7802,1993-04-19,USA,"6' 2""",194,R,8476396,C,North American Skater,HIGH-MN,Edina H.S.
493,2011,3,73,Carolina Hurricanes,Keegan Lowe,14696,1993-03-29,USA,"6' 1""",196,L,8476397,D,North American Skater,WHL,Edmonton
494,2011,3,74,Edmonton Oilers,Travis Ewanyk,7241,1993-03-29,CAN,"6' 1""",183,L,8476398,LW,North American Skater,WHL,Edmonton
495,2011,3,75,New Jersey Devils,Blake Coleman,4499,1991-11-28,USA,"5' 10""",198,L,8476399,C,North American Skater,USHL,Indiana
496,2011,3,76,Florida Panthers,Logan Shaw,22324,1992-10-05,CAN,"6' 4""",196,R,8476400,RW,North American Skater,QMJHL,Cape Breton
497,2011,3,77,Buffalo Sabres,Daniel Catenacci,3810,1993-03-09,CAN,"5' 9""",191,L,8476401,C,North American Skater,OHL,Sault Ste. Marie
498,2011,3,78,Winnipeg Jets,Brennan Serville,22220,1993-06-02,CAN,"6' 2""",184,R,8476402,D,North American Skater,OJHL,Stouffville
499,2011,3,79,Chicago Blackhawks,Klas Dahlbeck,30363,1991-07-06,SWE,"6' 2""",207,L,8476403,D,European Skater,SWEDEN,Linkoping
500,2011,3,80,Los Angeles Kings,Andy Andreoff,385,1991-05-17,CAN,"6' 0""",198,L,8476404,C,North American Skater,OHL,Oshawa
501,2011,3,81,Boston Bruins,Anthony Camara,3370,1993-09-04,CAN,"6' 0""",195,L,8476405,LW,North American Skater,OHL,Saginaw
502,2011,3,82,Los Angeles Kings,Nicholas Shore,22439,1992-09-26,USA,"6' 0""",184,R,8476406,C,North American Skater,WCHA,U. of Denver
503,2011,3,83,Anaheim Ducks,Andy Welinski,25877,1993-04-27,USA,"6' 2""",192,R,8476407,D,North American Skater,USHL,Green Bay
504,2011,3,84,Phoenix Coyotes,Harrison Ruopp,21329,1993-03-17,CAN,"6' 2""",200,R,8476408,D,North American Skater,WHL,Prince Albert
505,2011,3,85,Detroit Red Wings,Alan Quine,20184,1993-02-25,CAN,"5' 11""",195,L,8476409,C,North American Skater,OHL,Belleville
506,2011,3,86,Toronto Maple Leafs,Josh Leivo,14131,1993-05-26,CAN,"6' 1""",195,R,8476410,LW,North American Skater,OHL,Sudbury
507,2011,3,87,Florida Panthers,Jonathan Racine,20213,1993-05-28,CAN,"6' 2""",195,L,8476411,D,North American Skater,QMJHL,Shawinigan
509,2011,3,89,San Jose Sharks,Justin Sefton,22125,1993-04-14,CAN,"6' 2""",225,R,8476413,D,North American Skater,OHL,Sudbury
510,2011,3,90,Vancouver Canucks,Alexandre Grenier,9511,1991-09-05,CAN,"6' 4""",194,R,8476414,C,North American Skater,QMJHL,Halifax
511,2011,3,91,Florida Panthers,Kyle Rau,20355,1992-10-24,USA,"5' 8""",163,L,8476415,C,North American Skater,HIGH-MN,Eden Prarie
512,2011,4,92,Edmonton Oilers,Dillon Simpson,22586,1993-02-10,CAN,"6' 0""",192,L,8476416,D,North American Skater,WCHA,North Dakota
513,2011,4,93,Colorado Avalanche,Joachim Nermark,42010,1993-05-12,SWE,"6' 1""",196,L,8476417,C,European Skater,SWEDEN-JR.,Linkoping Jr.
514,2011,4,94,Nashville Predators,Josh Shalla,22268,1991-09-25,CAN,"6' 1""",202,L,8475956,LW,North American Skater,OHL,Saginaw
515,2011,4,95,New York Islanders,Robbie Russo,21366,1993-02-15,USA,"5' 11""",186,R,8476418,D,North American Skater,USHL,USA U-18
516,2011,4,96,Ottawa Senators,Jean-Gabriel Pageau,18743,1992-11-11,CAN,"5' 10""",171,R,8476419,C,North American Skater,QMJHL,Gatineau
517,2011,4,97,Montréal Canadiens,Josiah Didier,6129,1993-04-08,USA,"6' 2""",199,R,8476421,D,North American Skater,USHL,Cedar Rapids
518,2011,4,98,Columbus Blue Jackets,Mike Reilly,20520,1993-07-13,USA,"5' 11""",159,L,8476422,D,North American Skater,HIGH-MN,Shattuck-St. Mary's
519,2011,4,99,New Jersey Devils,Reid Boucher,2350,1993-09-08,USA,"5' 11""",194,L,8476423,LW,North American Skater,USHL,USA U-18
520,2011,4,100,Toronto Maple Leafs,Tom Nilsson,42286,1993-08-19,SWE,"6' 0""",183,R,8476424,D,European Skater,SWEDEN-JR.,Mora Jr.
521,2011,4,101,Vancouver Canucks,Joseph Labate,13249,1993-04-16,USA,"6' 4""",190,L,8476425,C,North American Skater,HIGH-MN,Holy Angels
522,2011,4,102,St. Louis Blues,Yannick Veilleux,25209,1993-02-22,CAN,"6' 2""",200,L,8476380,LW,North American Skater,QMJHL,Shawinigan
523,2011,4,103,Carolina Hurricanes,Gregory Hofmann,34212,1992-11-13,CHE,"6' 0""",200,L,8476345,LW,European Skater,SWISS,Ambri
524,2011,4,104,Calgary Flames,Johnny Gaudreau,8579,1993-08-13,USA,"5' 9""",165,L,8476346,LW,North American Skater,USHL,Dubuque
525,2011,4,105,Dallas Stars,Emil Molin,41437,1993-02-03,SWE,"6' 0""",176,L,8476347,C,European Skater,SWEDEN-JR.,Brynas Jr.
526,2011,4,106,New York Rangers,Michael St. Croix,23722,1993-04-10,CAN,"5' 11""",178,R,8476348,C,North American Skater,WHL,Edmonton
527,2011,4,107,Buffalo Sabres,Colin Jacobs,11555,1993-01-20,USA,"6' 2""",209,R,8476349,C,North American Skater,WHL,Seattle
528,2011,4,108,Montréal Canadiens,Olivier Archambault,477,1993-02-16,CAN,"6' 0""",190,L,8476350,LW,North American Skater,QMJHL,Val d'Or
529,2011,4,109,Chicago Blackhawks,Maxim Shalunov,46807,1993-01-31,RUS,"6' 4""",216,L,8476351,C,European Skater,RUSSIA-JR.,Chelyabinsk 2
530,2011,4,110,Los Angeles Kings,Michael Mersch,16744,1992-10-02,USA,"6' 2""",198,L,8476352,LW,North American Skater,WCHA,U. of Wisconsin
531,2011,4,111,Phoenix Coyotes,Kale Kessy,12492,1992-12-04,CAN,"6' 2""",184,L,8476353,LW,North American Skater,WHL,Medicine Hat
532,2011,4,112,Nashville Predators,Garrett Noonan,18192,1991-01-28,USA,"6' 0""",205,L,8476354,D,North American Skater,H-EAST,Boston University
533,2011,4,113,Montréal Canadiens,Magnus Nygren,42569,1990-06-07,SWE,"6' 1""",191,R,8476355,D,European Skater,SWEDEN,Farjestad
534,2011,4,114,Edmonton Oilers,Tobias Rieder,20698,1993-01-10,DEU,"5' 11""",197,L,8476356,C,North American Skater,OHL,Kitchener
535,2011,4,115,Detroit Red Wings,Marek Tvrdon,24899,1993-01-31,SVK,"6' 2""",220,L,8476357,RW,European Skater,WHL,Vancouver
536,2011,4,116,Philadelphia Flyers,Colin Suellentrop,23763,1993-06-10,USA,"6' 2""",204,R,8476358,D,North American Skater,OHL,Oshawa
538,2011,4,118,Philadelphia Flyers,Marcel Noebels,18155,1992-03-14,DEU,"6' 3""",199,L,8476360,LW,North American Skater,WHL,Seattle
539,2011,4,119,Winnipeg Jets,Zachary Yuen,26724,1993-03-03,CAN,"6' 0""",195,L,8476361,D,North American Skater,WHL,Tri-City
540,2011,4,120,Vancouver Canucks,Ludwig Blomstrand,28990,1993-03-08,SWE,"6' 2""",225,L,8476362,LW,European Skater,SWEDEN-JR.,Djurgarden Jr.
541,2011,4,121,Boston Bruins,Brian Ferlin,7493,1992-06-03,USA,"6' 2""",201,R,8476363,RW,North American Skater,USHL,Indiana
542,2011,5,122,Edmonton Oilers,Martin Gernat,32547,1993-04-11,SVK,"6' 4""",187,L,8476364,D,North American Skater,SLOVAKIA-JR.,Kosice Jr.
543,2011,5,123,Colorado Avalanche,Garrett Meurs,16783,1993-01-12,CAN,"5' 10""",169,R,8476365,C,North American Skater,OHL,Plymouth
544,2011,5,124,Florida Panthers,Yaroslav Kosov,37633,1993-07-05,RUS,"6' 3""",209,L,8476366,RW,European Skater,RUSSIA-JR.,Magnitogorsk 2
545,2011,5,125,New York Islanders,John Persson,19362,1992-05-18,SWE,"6' 2""",208,L,8476367,LW,North American Skater,WHL,Red Deer
546,2011,5,126,Ottawa Senators,Fredrik Claesson,30243,1992-11-24,SWE,"6' 0""",198,L,8476368,D,European Skater,SWEDEN,Djurgarden
547,2011,5,127,New York Islanders,Brenden Kichton,12511,1992-06-18,CAN,"5' 10""",175,R,8476006,D,North American Skater,WHL,Spokane
548,2011,5,128,Columbus Blue Jackets,Seth Ambroz,285,1993-04-03,USA,"6' 2""",209,R,8476369,RW,North American Skater,USHL,Omaha
549,2011,5,129,New Jersey Devils,Blake Pietila,19592,1993-02-20,USA,"5' 11""",189,L,8476370,LW,North American Skater,USHL,USA U-18
550,2011,5,130,Toronto Maple Leafs,Tony Cameranesi,3371,1993-08-12,USA,"5' 10""",194,R,8476371,C,North American Skater,HIGH-MN,Wayzata
551,2011,5,131,Minnesota Wild,Nick Seeler,22118,1993-06-03,USA,"6' 1""",184,L,8476372,D,North American Skater,HIGH-MN,Eden Prarie
553,2011,5,133,San Jose Sharks,Sean Kuraly,13203,1993-01-20,USA,"6' 2""",192,L,8476374,C,North American Skater,USHL,Indiana
554,2011,5,134,New York Rangers,Shane Mccolgan,16041,1993-01-01,USA,"5' 8""",165,R,8476375,C,North American Skater,WHL,Kelowna
555,2011,5,135,Dallas Stars,Troy Vance,25094,1993-08-02,USA,"6' 5""",205,R,8476376,D,North American Skater,QMJHL,Victoriaville
556,2011,5,136,New York Rangers,Samuel Noreau,18201,1993-01-31,CAN,"6' 6""",225,R,8476377,D,North American Skater,QMJHL,Baie Comeau
557,2011,5,137,Buffalo Sabres,Alex Lepkowski,14219,1993-04-08,USA,"6' 3""",210,L,8476378,D,North American Skater,OHL,Barrie
558,2011,5,138,Montréal Canadiens,Darren Dietz,6149,1993-07-17,CAN,"6' 0""",208,R,8476379,D,North American Skater,WHL,Saskatoon
559,2011,5,139,Chicago Blackhawks,Andrew Shaw,22311,1991-07-20,CAN,"5' 10""",180,R,8476381,C,North American Skater,OHL,Owen Sound
560,2011,5,140,Los Angeles Kings,Joel Lowry,14703,1991-11-15,USA,"6' 1""",180,L,8476382,LW,North American Skater,BCHL,Victoria
561,2011,5,141,Phoenix Coyotes,Darian Dziurzynski,6846,1991-03-30,CAN,"6' 0""",208,L,8476037,LW,North American Skater,WHL,Saskatoon
562,2011,5,142,Nashville Predators,Simon Karlsson,36245,1993-07-23,SWE,"6' 2""",185,R,8476383,D,North American Skater,SWEDEN-JR.,Malmo Jr.
563,2011,5,143,Anaheim Ducks,Max Friberg,32145,1992-11-20,SWE,"5' 11""",200,R,8476384,LW,European Skater,SWEDEN-3,Skovde
564,2011,5,144,Pittsburgh Penguins,Dominik Uher,24926,1992-12-31,CZE,"6' 0""",202,L,8476339,C,North American Skater,WHL,Spokane
565,2011,5,145,Detroit Red Wings,Philippe Hudon,11198,1993-04-15,CAN,"6' 1""",209,R,8476297,N/A,North American Skater,HIGH-CT,Choate-Rosemary
566,2011,5,146,Detroit Red Wings,Mattias Backman,28009,1992-10-03,SWE,"6' 2""",176,L,8476298,D,European Skater,SWEDEN-JR.,Linkoping Jr.
567,2011,5,147,Washington Capitals,Patrick Koudys,12976,1992-11-15,CAN,"6' 2""",198,L,8476299,D,North American Skater,ECAC,Rensselaer
568,2011,5,148,Tampa Bay Lightning,Nikita Nesterov,42026,1993-03-28,RUS,"6' 0""",198,L,8476300,D,European Skater,RUSSIA-JR.,Chelyabinsk 2
569,2011,5,149,Winnipeg Jets,Austen Brassard,2624,1993-01-14,CAN,"6' 2""",207,R,8476301,RW,North American Skater,OHL,Belleville
570,2011,5,150,Vancouver Canucks,Frank Corrado,4836,1993-03-26,CAN,"6' 0""",190,R,8476302,D,North American Skater,OHL,Sudbury
571,2011,5,151,Boston Bruins,Rob O'Gara,18354,1993-07-06,USA,"6' 2""",185,L,8476303,D,North American Skater,HIGH-MA,Milton Academy
572,2011,6,152,Toronto Maple Leafs,David Broll,2800,1993-01-04,CAN,"6' 2""",235,L,8476304,LW,North American Skater,OHL,Sault Ste. Marie
573,2011,6,153,Colorado Avalanche,Gabriel Beaupre,1291,1992-11-23,CAN,"6' 2""",192,L,8476305,D,North American Skater,QMJHL,Val d'Or
574,2011,6,154,Florida Panthers,Edward Wittchow,26383,1992-10-31,USA,"6' 4""",198,L,8476306,D,North American Skater,HIGH-MN,Burnsville
575,2011,6,155,Phoenix Coyotes,Andrew Fritsch,8230,1993-03-24,CAN,"6' 0""",186,R,8476307,RW,North American Skater,OHL,Owen Sound
576,2011,6,156,Ottawa Senators,Darren Kramer,13031,1991-11-19,CAN,"6' 1""",202,L,8476308,C,North American Skater,WHL,Spokane
578,2011,6,158,Columbus Blue Jackets,Lukas Sedlak,46525,1993-02-25,CZE,"6' 0""",211,L,8476310,C,European Skater,CZREP-JR.,C. Budejovice Jr.
579,2011,6,159,New Jersey Devils,Reece Scarlett,21752,1993-03-31,CAN,"6' 0""",173,R,8476311,D,North American Skater,WHL,Swift Current
580,2011,6,160,Anaheim Ducks,Josh Manson,15418,1991-10-07,NaN,"6' 3""",205,R,8476312,D,North American Skater,BCHL,Salmon Arm
582,2011,6,162,St. Louis Blues,Ryan Tesink,24210,1993-05-21,CAN,"6' 0""",173,L,8476314,C,North American Skater,QMJHL,Saint John
585,2011,6,165,Dallas Stars,Matej Stransky,23651,1993-07-11,CZE,"6' 3""",213,R,8476317,RW,North American Skater,WHL,Saskatoon
586,2011,6,166,San Jose Sharks,Daniil Sobchenko,47674,1991-04-13,UKR,"6' 2""",192,L,8476318,C,European Skater,RUSSIA,Yaroslavl
588,2011,6,168,Montréal Canadiens,Daniel Pribyl,44505,1992-12-18,CZE,"6' 3""",189,R,8476320,C,European Skater,CZREP-JR.,Sparta Jr.
589,2011,6,169,Chicago Blackhawks,Sam Jardine,11636,1993-08-12,CAN,"6' 1""",195,L,8476321,D,North American Skater,AJHL,Camrose
590,2011,6,170,Nashville Predators,Chase Balisy,870,1992-02-02,USA,"5' 10""",170,L,8476322,C,North American Skater,CCHA,Western Michigan
591,2011,6,171,Ottawa Senators,Max Mccormick,16067,1992-05-01,USA,"5' 11""",174,L,8476323,LW,North American Skater,USHL,Sioux City
592,2011,6,172,New York Rangers,Peter Ceresnak,29878,1993-01-26,SVK,"6' 3""",209,R,8476324,D,European Skater,SLOVAKIA-JR.,Trencin Jr.
593,2011,6,173,Toronto Maple Leafs,Dennis Robertson,20827,1991-05-24,CAN,"6' 0""",209,L,8476325,D,North American Skater,ECAC,Brown U.
594,2011,6,174,Pittsburgh Penguins,Josh Archibald,490,1992-10-06,CAN,"5' 10""",161,R,8476326,N/A,North American Skater,HIGH-MN,Brainerd H.S.
595,2011,6,175,Detroit Red Wings,Richard Nedomlel,17915,1993-07-01,CZE,"6' 5""",226,L,8476327,D,North American Skater,WHL,Swift Current
596,2011,6,176,Philadelphia Flyers,Petr Placek,19688,1992-12-28,CZE,"6' 4""",210,R,8476328,RW,North American Skater,HIGH-CT,Hotchkiss School
597,2011,6,177,Washington Capitals,Travis Boyd,2522,1993-09-14,USA,"5' 10""",185,R,8476329,C,North American Skater,USHL,USA U-18
599,2011,6,179,San Jose Sharks,Dylan Demelo,5870,1993-05-01,CAN,"6' 0""",194,R,8476331,D,North American Skater,OHL,Mississauga St. Michael's
600,2011,6,180,Vancouver Canucks,Pathrik Westerholm,51260,1992-01-06,SWE,"6' 0""",187,L,8476332,C,European Skater,SWEDEN-2,Malmo
603,2011,7,183,Colorado Avalanche,Dillon Donnelly,6368,1993-09-07,USA,"6' 2""",215,L,8476335,D,North American Skater,QMJHL,Shawinigan
604,2011,7,184,Florida Panthers,Iiro Pakarinen,43157,1991-08-25,FIN,"6' 1""",198,R,8476336,RW,European Skater,FINLAND,Kalpa
605,2011,7,185,New York Islanders,Mitchell Theoret,24255,1993-06-08,CAN,"6' 2""",209,L,8476337,C,North American Skater,OHL,Niagara
606,2011,7,186,Ottawa Senators,Jordan Fransoo,8095,1993-04-25,CAN,"6' 2""",198,R,8476338,D,North American Skater,WHL,Brandon
607,2011,7,187,Winnipeg Jets,Aaron Harstad,10188,1992-04-27,USA,"6' 2""",199,L,8476340,D,North American Skater,USHL,Green Bay
609,2011,7,189,New Jersey Devils,Patrick Daly,5475,1992-06-09,USA,"6' 0""",178,L,8476342,D,North American Skater,HIGH-MN,Benilde-St. Margaret's
611,2011,7,191,Minnesota Wild,Tyler Graovac,9384,1993-04-27,CAN,"6' 4""",203,L,8476344,C,North American Skater,OHL,Ottawa
612,2011,7,192,St. Louis Blues,Teemu Eronen,31539,1990-11-22,FIN,"5' 11""",180,L,8476296,D,European Skater,FINLAND,Jokerit
613,2011,7,193,Carolina Hurricanes,Brody Sutter,23844,1991-09-26,CAN,"6' 4""",190,R,8475980,C,North American Skater,WHL,Lethbridge
614,2011,7,194,San Jose Sharks,Colin Blackwell,1898,1993-03-28,USA,"5' 8""",164,R,8476278,C,North American Skater,HIGH-MA,St. John's Prep
615,2011,7,195,Dallas Stars,Jyrki Jokipakka,35595,1991-08-20,FIN,"6' 3""",198,L,8476279,D,European Skater,FINLAND,ILVES
616,2011,7,196,Phoenix Coyotes,Zac Larraza,13686,1993-02-25,USA,"6' 2""",194,L,8476280,LW,North American Skater,USHL,USA U-18
617,2011,7,197,Buffalo Sabres,Brad Navin,17893,1992-06-05,USA,"6' 2""",183,L,8476281,C,North American Skater,HIGH-WI,Waupaca
618,2011,7,198,Montréal Canadiens,Colin Sullivan,23778,1993-03-26,USA,"6' 0""",196,R,8476282,D,North American Skater,HIGH-CT,Avon Old Farms H.S.
619,2011,7,199,Chicago Blackhawks,Alex Broadhurst,2766,1993-03-07,USA,"6' 0""",183,L,8476283,C,North American Skater,USHL,Green Bay
620,2011,7,200,Los Angeles Kings,Michael Schumacher,46449,1993-08-25,SWE,"6' 4""",205,L,8476284,LW,European Skater,SWEDEN-JR.,Frolunda Jr.
621,2011,7,201,Tampa Bay Lightning,Matthew Peca,19140,1993-04-27,CAN,"5' 8""",155,L,8476285,C,North American Skater,CHL,Pembroke
622,2011,7,202,Nashville Predators,Brent Andrews,390,1993-01-19,CAN,"6' 2""",207,L,8476286,LW,North American Skater,QMJHL,Halifax
623,2011,7,203,Toronto Maple Leafs,Max Everson,7234,1993-02-22,USA,"6' 0""",184,L,8476287,D,North American Skater,HIGH-MN,Edina H.S.
624,2011,7,204,Ottawa Senators,Ryan Dzingel,6844,1992-03-09,USA,"6' 0""",185,L,8476288,C,North American Skater,USHL,Lincoln
625,2011,7,205,Detroit Red Wings,Alexey Marchenko,40467,1992-01-02,RUS,"6' 2""",212,R,8476289,D,European Skater,RUSSIA,CSKA
626,2011,7,206,Philadelphia Flyers,Derek Mathers,15775,1993-08-04,CAN,"6' 3""",231,R,8476290,RW,North American Skater,OHL,Peterborough
627,2011,7,207,Washington Capitals,Garrett Haar,9756,1993-08-16,USA,"5' 11""",190,L,8476291,D,North American Skater,USHL,Fargo
628,2011,7,208,Tampa Bay Lightning,Ondrej Palat,18782,1991-03-28,CZE,"6' 0""",185,L,8476292,LW,North American Skater,QMJHL,Drummondville
629,2011,7,209,Pittsburgh Penguins,Scott Wilson,26312,1992-04-24,CAN,"5' 11""",166,L,8476293,C,North American Skater,OJHL,Georgetown
630,2011,7,210,Vancouver Canucks,Henrik Tommernes,49514,1990-08-28,SWE,"6' 1""",185,L,8476294,D,European Skater,SWEDEN,Frolunda
632,2012,1,1,Edmonton Oilers,Nail Yakupov,26602,1993-10-06,RUS,"5' 11""",194,L,8476855,RW,European Skater,OHL,Sarnia
633,2012,1,2,Columbus Blue Jackets,Ryan Murray,17748,1993-09-27,CAN,"6' 0""",198,L,8476850,D,North American Skater,WHL,Everett
634,2012,1,3,Montréal Canadiens,Alex Galchenyuk,8406,1994-02-12,USA,"6' 1""",197,L,8476851,C,North American Skater,OHL,Sarnia
635,2012,1,4,New York Islanders,Griffin Reinhart,20538,1994-01-24,CAN,"6' 3""",212,L,8476852,D,North American Skater,WHL,Edmonton
636,2012,1,5,Toronto Maple Leafs,Morgan Rielly,20703,1994-03-09,CAN,"6' 0""",205,L,8476853,D,North American Skater,WHL,Moose Jaw
637,2012,1,6,Anaheim Ducks,Hampus Lindholm,39487,1994-01-20,SWE,"6' 3""",195,L,8476854,D,European Skater,SWEDEN,Rogle Jr.
638,2012,1,7,Minnesota Wild,Matt Dumba,6685,1994-07-25,CAN,"6' 0""",186,R,8476856,D,North American Skater,WHL,Red Deer
639,2012,1,8,Pittsburgh Penguins,Derrick Pouliot,19920,1994-01-16,CAN,"6' 0""",194,L,8476884,D,North American Skater,WHL,Portland
640,2012,1,9,Winnipeg Jets,Jacob Trouba,24761,1994-02-26,USA,"6' 2""",187,R,8476885,D,North American Skater,USHL,USA U-18
641,2012,1,10,Tampa Bay Lightning,Slater Koekkoek,12840,1994-02-18,CAN,"6' 2""",190,L,8476886,D,North American Skater,OHL,Peterborough
642,2012,1,11,Washington Capitals,Filip Forsberg,32024,1994-08-13,SWE,"6' 2""",194,R,8476887,C,European Skater,SWEDEN,Leksand
643,2012,1,12,Buffalo Sabres,Mikhail Grigorenko,32957,1994-05-16,RUS,"6' 4""",209,L,8476888,C,European Skater,QMJHL,Quebec
